name,shops,title,url
Мікрофон петличний BOYA BY-M1,Фотомагазин Paparazzi,"Нагрудний мікрофон-лавальє з конденсаторним перетворювачем BOYA BY-M1 поєднує в собі компактні розміри, малу вагу та хороші технічні характеристики. Він підійде для записи живої мови не тільки в закритих приміщеннях, але і на вулиці. Є всеспрямованим, може бути використаний на пару з DSLR-камерами, смартфонами та іншими пристроями. Підключення BOYA BY-M1 здійснюється через найбільш поширений штекер mini jack 3,5 мм з позолоченими контактами. Довжина проводу досягає 6 м, чого цілком достатньо для реалізації безлічі професійних завдань. Серед іншого відзначимо наявність у комплекті поставки надійної кліпси для акуратного кріплення мікрофона до одягу, перехідника на 6,3 мм, спеціального вітрозахисту з чорного поролону та батареї таблеткового типу LR44. Підтримуваний діапазон частот у разі даним петличним мікрофоном знаходиться у межах 65-18 000 Гц.",https://hotline.ua/ua/musical_instruments-mikrofony/boya-by-m1/
"Мікрофон для ПК/ для стрімінгу, подкастів HyperX QuadCast S (HMIQ1S-XX-RG/G)",Repka.UA-надійний магазин,"Мікрофон HyperX QuadCast S (HMIQ1S-XX-RG / G) відрізняється багатофункціональністю, стильністю і ретельно продуманою конструкцією. Його RGB-підсвічування з програмно керованими динамічними ефектами додасть студійній роботі за комп'ютером яскравість і видовищність. Стійка до ударів і еластична підвіска амортизувальної стійки QuardCast S знизить вплив випадкових шумів і механічних впливів. Відключення звуку проводиться дотиком до верхньої частини пристрою, при цьому підсвічування гасне. Конденсаторний перетворювач пристрою функціонує в частотному діапазоні 20 20 000 Гц. У ньому є можливість регулювання чутливості до -36 дБ і вибору діаграми спрямованості. Поворотним перемикачем вибирається одна з чотирьох можливих діаграм: стерео, ненаправленої, кардіоїда і двонаправленої. Вбудований поп-фільтр нівелює різкі шуми, а для контролю вихідного сигналу передбачений роз'єм для навушників mini jack 3,5 мм. Завдяки монтажному перехіднику мікрофон HyperX QuadCast S (HMIQ1S-XX-RG / G) сумісний з більшістю стійок і штативів. Підключення приладу до комп'ютера здійснюється 3-метровим кабелем з USB роз'ємом.",https://hotline.ua/ua/musical_instruments-mikrofony/hyperx-quadcast-s-hmiq1s-xx-rgg/?tab=reviews
Мікрофон вокальний Shure SM7B,Soundmag.ua,"Мікрофон Shure SM7B призначений для професійного озвучування вокалу, музичного супроводу, а також інших джерел. Його динамічний перетворювач забезпечує рівний амплітудно-частотний графік в діапазоні від 50 до 20 000 Гц. Кардіоїдна спрямованість діаграми знижує вплив сторонніх шумів, залишаючи на звуковий авансцені тільки основне джерело акустичного сигналу. Слід зазначити високу чутливість пристрою -59 дБ, при цьому придушення низькочастотних гармонік та акцентування на середніх частотах дозволяє відтворювати голос максимально природно. Продумана конструкція утримувача дозволяє швидко і просто встановлювати прилад на стійці і точно позиціонувати його в потрібному напрямку. Ударна ізоляція внутрішньої частини знижує стороннє механічний вплив, а знімні елементи вітрозахисту нівелюють різкі звуки або дихання. Підключається мікрофон Shure SM7B кабелем з роз'ємом XLR, який надійно фіксується в гнізді і має стійкість до перешкод.",https://hotline.ua/ua/musical_instruments-mikrofony/shure-sm7b/
"Мікрофон для ПК/ для стрімінгу, подкастів HyperX Quadcast (HX-MICQC-BK)",Click,"Kingston HyperX Quadcast (HX-MICQC-BK) являє собою функціональний і продуманий мікрофон для ПК, який відрізняється високою якістю виконання і збірки, завдяки чому ідеально підійде як для початківців стрімерів, творців контенту і геймерів, так і для студійного запису. Мікрофон відрізняється якісним і чистим звуком і в залежності від виконуваних завдань дозволяє змінювати спрямованість: стерео, ненаправлений, кардіоїда, двонаправлений. Вмикання і вимикання мікрофона здійснюється за допомогою сенсорної кнопки, яка розташована зверху, при цьому про його роботу сповістить передбачене підсвічування червоного кольору. Не менш порадує і антивібраційне кріплення, яке дозволить мінімізувати шум та інші перешкоди. Для швидкого налаштування чутливості входу мікрофона передбачений зручний регулятор посилення сигналу. Додатково Kingston HyperX Quadcast (HX-MICQC-BK) має вбудований роз'єм для навушників mini jack 3,5 мм, що дозволить відразу прослухати запис.",https://hotline.ua/ua/musical_instruments-mikrofony/kingston-hyperx-quadcast/?tab=prices&filter=sales
"Мікрофон для ПК/ для стрімінгу, подкастів HyperX Quadcast (HX-MICQC-BK)",Click,"Kingston HyperX Quadcast (HX-MICQC-BK) являє собою функціональний і продуманий мікрофон для ПК, який відрізняється високою якістю виконання і збірки, завдяки чому ідеально підійде як для початківців стрімерів, творців контенту і геймерів, так і для студійного запису. Мікрофон відрізняється якісним і чистим звуком і в залежності від виконуваних завдань дозволяє змінювати спрямованість: стерео, ненаправлений, кардіоїда, двонаправлений. Вмикання і вимикання мікрофона здійснюється за допомогою сенсорної кнопки, яка розташована зверху, при цьому про його роботу сповістить передбачене підсвічування червоного кольору. Не менш порадує і антивібраційне кріплення, яке дозволить мінімізувати шум та інші перешкоди. Для швидкого налаштування чутливості входу мікрофона передбачений зручний регулятор посилення сигналу. Додатково Kingston HyperX Quadcast (HX-MICQC-BK) має вбудований роз'єм для навушників mini jack 3,5 мм, що дозволить відразу прослухати запис.",https://hotline.ua/ua/musical_instruments-mikrofony/kingston-hyperx-quadcast/
"Мікрофон для ПК / для стрімінгу, подкастів HyperX SoloCast Black (HMIS1X-XX-BK/G)",Click,"Мікрофон HyperX SoloCast виготовляється в сучасному лаконічному дизайні в строгому чорному кольорі. Його особливістю є запис звуку за технологією Plug N Play, а також сенсорний датчик вимкнути звук зі світловим індикатором на корпусі. Модель встановлена на регульовану підставку, однак, наявність внутрішньої різьби дозволяє кріпити її до більшості стійок і пантографів. Прилад оснащений перетворювачем звукових коливань в електричний сигнал конденсаторного типу з кардіоїдною діаграмою спрямованості. Його чутливість становить -6 дБ, а відтворений частотний діапазон лежить в межах від 20 до 20 000 Гц. Ще однією перевагою мікрофона HyperX SoloCast можна назвати сумісність з великою кількістю пристроїв і програм, що, безсумнівно, розширює коло користувачів. Підключення пристрою до комп'ютера здійснюється кабелем довжиною 2 метри з роз'ємом USB.",https://hotline.ua/ua/musical_instruments-mikrofony/hyperx-solocast/?tab=reviews
"Мікрофон для ПК/ для стрімінгу, подкастів HyperX Quadcast (HX-MICQC-BK)",Click,"Kingston HyperX Quadcast (HX-MICQC-BK) являє собою функціональний і продуманий мікрофон для ПК, який відрізняється високою якістю виконання і збірки, завдяки чому ідеально підійде як для початківців стрімерів, творців контенту і геймерів, так і для студійного запису. Мікрофон відрізняється якісним і чистим звуком і в залежності від виконуваних завдань дозволяє змінювати спрямованість: стерео, ненаправлений, кардіоїда, двонаправлений. Вмикання і вимикання мікрофона здійснюється за допомогою сенсорної кнопки, яка розташована зверху, при цьому про його роботу сповістить передбачене підсвічування червоного кольору. Не менш порадує і антивібраційне кріплення, яке дозволить мінімізувати шум та інші перешкоди. Для швидкого налаштування чутливості входу мікрофона передбачений зручний регулятор посилення сигналу. Додатково Kingston HyperX Quadcast (HX-MICQC-BK) має вбудований роз'єм для навушників mini jack 3,5 мм, що дозволить відразу прослухати запис.",https://hotline.ua/ua/musical_instruments-mikrofony/kingston-hyperx-quadcast/?tab=reviews
Мікрофон для ПК Maono DM30,Hitonline.ua,,https://hotline.ua/ua/musical_instruments-mikrofony/maono-dm30/
Мікрофон для ПК Fifine A6T,ФОКСТРОТ,,https://hotline.ua/ua/musical_instruments-mikrofony/fifine-a6t/
"Мікрофон для ПК / для стрімінгу, подкастів Maono AU-A04",Soundmag.ua,"Мікрофон 2E Maono AU-A04 виготовлений в стильному чорному кольорі і призначений для підключення до комп'ютера для створення подкастів, трансляцій ігор, спілкування, звукозапису. У ньому використовується конденсаторний перетворювач чутливістю -38 дБ, який ловитиме самі тихі і відбиті від стін шуми. Пристрій має спрямованість у вигляді кардіоїди і сприймає звук тільки спереду. Частотний діапазон мікрофона лежить в межах від 30 до 16 000 Гц, що дозволяє якісно передавати голос людини, а також звучання різних музичних інструментів. Мікрофон 2E Maono AU-A04 встановлюється на стійці, закріпленої на столі затиском типу струбцини. Він міститься в тримач, оснащений амортизатором, перед яким знаходиться спеціальний екран. Від звукових перешкод, створюваних поривами повітря, модель оберігає елемент вітрозахисту, який надягає на сприймає елемент. Підключення мікрофона виконується кабелем з USB роз'ємами.",https://hotline.ua/ua/musical_instruments-mikrofony/maono-au-a04/
"Мікрофон для ПК / для стрімінгу, подкастів Fifine K678",Redprice,,https://hotline.ua/ua/musical_instruments-mikrofony/fifine-k678/
"Мікрофон для ПК/ для смартфону/ для стрімінгу, подкастів Fifine K683A",Soundmag.ua,,https://hotline.ua/ua/musical_instruments-mikrofony/fifine-k683a/
"Мікрофон для ПК / для стрімінгу, подкастів Samson Go Mic USB",Hitonline.ua,"Функціональний провідний мікрофон Samson Go Mic USB має компактну конструкцію, яка гармонійно виглядатиме з будь-яким ПК, завдяки чому ідеально підходить для запису музики, подкастів або мобільного звукозапису. Мікрофон оснащений виходом на навушники з роз'ємом mini jack 3,5 мм для моніторингу записи. Високоякісні елементи і ретельна збірка забезпечують Samson Go Mic USB якісну звукозапис. Серед інших особливостей пристрою варто відзначити змінну спрямованість кардиоидная або всенаправленная, що дозволяє вибирати необхідний режим залежно від конкретного завдання. Мікрофон ідеально підходить для запису подкастів, акустичної гітари або вокалу, для проведення інтернет-зустрічей. З частотної характеристикою 20 - 18000 Гц і дозволом в 16 біт / 44.1кГц можна бути повністю впевненим в отриманні професійного і якісного звучання. У комплектацію до мікрофона входять кабель, кліпса, кейс.",https://hotline.ua/ua/musical_instruments-mikrofony/samson-go-mic-usb/
Микрофон гетличный Samson QL5,LevelShop,,https://hotline.ua/ua/musical_instruments-mikrofony/samson-ql5/
Мікрофон студійний Behringer C1,SOUNDSTORE,,https://hotline.ua/ua/musical_instruments-mikrofony/behringer-c1/
Мікрофон студійний Takstar CM-63,LuxPRO,,https://hotline.ua/ua/musical_instruments-mikrofony/takstar-cm-63/
Мікрофон студійний Behringer C3,SOUNDSTORE,,https://hotline.ua/ua/musical_instruments-mikrofony/behringer-c3/
Мікрофон студійний Mackie EM-91C,MUSICMAG,,https://hotline.ua/ua/musical_instruments-mikrofony/mackie-em-91c/
Мікрофон студійний BOYA BY-M1000,Фотомагазин Paparazzi,,https://hotline.ua/ua/musical_instruments-mikrofony/boya-by-m1000/
Мікрофон для смартфону/ для подкасту Mackie ONYXGO MIC,MUSICMAG,,https://hotline.ua/ua/musical_instruments-mikrofony/mackie-onyxgo-mic/
Мікрофон студійний Mackie EM-91CU,MUSICMAG,,https://hotline.ua/ua/musical_instruments-mikrofony/mackie-element-em-91cu/
"Мікрофон для ПК / для стрімінгу, подкастів M-Audio Uber Mic",SOUNDSTORE,,https://hotline.ua/ua/musical_instruments-mikrofony/m-audio-uber-mic/
Мікрофон студійний Behringer B1,Hitonline.ua,,https://hotline.ua/ua/musical_instruments-mikrofony/behringer-b1/
Мікрофон студійний CKMOVA SXM-3,Techzone,,https://hotline.ua/ua/musical_instruments-mikrofony/ckmova-sxm-3/
Мікрофон студійний Shure PGA181-XLR,Techzone,,https://hotline.ua/ua/musical_instruments-mikrofony/shure-pga181xlr/
Мікрофон для смартфона CKMOVA SPM3C,Hitonline.ua,,https://hotline.ua/ua/musical_instruments-mikrofony/ckmova-spm3c/
Мікрофон студійний Saramonic SR-MV2000,Фотомагазин Paparazzi,,https://hotline.ua/ua/musical_instruments-mikrofony/saramonic-sr-mv2000/
Мікрофон студійний sE Electronics SE X1 A,SOUNDSTORE,,https://hotline.ua/ua/musical_instruments-mikrofony/se-electronics-x1a/
Мікрофон петличний/ для смартфона CKMOVA LCM1C,Hitonline.ua,,https://hotline.ua/ua/musical_instruments-mikrofony/ckmova-lcm1c/
"Мікрофон студійний/ для стрімінгу, подкастів MSI Immerse GV60 Streaming Mic (OS3-XXXX002-000)",MOYO,,https://hotline.ua/ua/musical_instruments-mikrofony/msi-immerse-gv60-streaming-mic-os3-xxxx002-000/
